"","V1","V3","V5","V3.1","V1.1","V1.2","V3.2","V3.3","V2","V1.3","V5.1","V2.1","V3.4","V3.5","V3.6","V4","V3.7","V3.8","V4.1","V2.2","V3.9","V3.10","V5.2","V3.11","V5.3","V5.4","V2.3","V2.4","V3.12","V2.5","V3.13","V3.14","V5.5","V2.6","V2.7","V4.2","V4.3","V1.4","V2.8","V3.15","V2.9","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V1.11","V5.6","V1.12","V1.13","V1.14","V1.15","V1.16","V1.17","V1.18","V5.7","V5.8","V3.16","V1.19","V1.20","V1.21","V3.17","V1.22","V1.23","V1.24","V2.10","V3.18","V3.19","V2.11","V5.9","V4.4","V5.10","V3.20","V3.21","V5.11","V3.22","V5.12","V5.13","V5.14","V5.15","V5.16","V5.17","V4.5","V3.23","V5.18","V2.12","V4.6","V5.19","V5.20","V4.7","V3.24","V3.25","V2.13","V4.8","V3.26","V5.21","V5.22","V5.23","V5.24","V3.27","V3.28","V4.9","V4.10","V4.11","V5.25","V1.25","V3.29","V5.26","V3.30","V5.27","V5.28","V3.31","V5.29","V2.14","V3.32","V3.33","V4.12","V4.13","V4.14","V5.30","V3.34","V5.31","V5.32","V5.33","V3.35","V3.36","V5.34","V3.37","V3.38","V5.35","V4.15","V3.39","V5.36","V4.16","V2.15","V4.17","V4.18","V3.40","V3.41","V5.37","V5.38","V5.39","V4.19","V4.20","V2.16","V3.42","V4.21","V4.22","V4.23","V4.24","V4.25","V1.26","V3.43","V4.26","V3.44","V5.40","V3.45","V5.41","V2.17","V5.42","V3.46","V1.27","V5.43","V2.18","V1.28","V5.44","V5.45","V5.46","V3.47","V2.19","V2.20","V2.21","V3.48","V4.27","V3.49","V2.22","V5.47","V2.23","V3.50","V3.51","V5.48","V2.24","V5.49","V4.28","V2.25","V4.29","V2.26","V5.50","V2.27","V4.30","V4.31","V2.28","V2.29","V2.30","V4.32","V5.51","V5.52","V2.31","V5.53","V5.54","V5.55","V5.56","V2.32","V4.33","V2.33","V2.34","V4.34","V4.35","V5.57"
"1",4.42857142857143,1.02702702702703,1.6,1.75,1.02857142857143,4.47619047619048,1.05263157894737,3.04878048780488,3.5625,1.07692307692308,1.13636363636364,6.375,1.71052631578947,1.08108108108108,1.30952380952381,1.18181818181818,1.02127659574468,2.85714285714286,1.20833333333333,2.1304347826087,1.38461538461538,1.0472972972973,1.1,1.53571428571429,1.5625,5.55555555555556,5.1304347826087,1.16666666666667,2.78,1.08695652173913,1.19230769230769,1.4390243902439,1.62857142857143,1.32432432432432,1.55357142857143,1.26086956521739,1.6551724137931,6.07142857142857,6.5,1.28,2.45833333333333,7.33333333333333,3.26315789473684,2.42105263157895,5.23529411764706,2.18518518518519,6.38461538461538,7.92857142857143,1.39024390243902,3.42105263157895,5.15789473684211,2.05,4.35,2.03225806451613,2.70833333333333,7.16666666666667,1,1.48648648648649,1.2962962962963,4.04545454545455,1.23076923076923,7.46666666666667,1.15,3.90909090909091,2.34615384615385,6.53846153846154,4.95833333333333,3,1,6.05882352941177,2,1.69047619047619,1.71428571428571,1.37037037037037,1.08695652173913,1.05405405405405,1.02941176470588,1.33333333333333,1.24242424242424,1.34285714285714,1.02631578947368,1.82758620689655,1.84,1.95238095238095,1.12903225806452,1.02325581395349,1.52380952380952,1.02631578947368,1.07142857142857,1.16129032258065,1.13636363636364,1.29411764705882,1.80555555555556,5.26315789473684,1.03703703703704,2.38888888888889,1.54166666666667,1.76666666666667,2.51428571428571,1.52083333333333,1.27272727272727,1.11538461538462,1.10204081632653,1.39130434782609,1.36363636363636,1.69565217391304,1.04,1.3125,1,2,1.05769230769231,1.31034482758621,1.21052631578947,1.02272727272727,1.1,1.16666666666667,1.16666666666667,2.64864864864865,1.10714285714286,1.46153846153846,1.36,1.52941176470588,1.46153846153846,2.04545454545455,1.35897435897436,6.609375,1.04651162790698,1.21428571428571,1.20833333333333,1.44736842105263,1.16129032258065,1.06666666666667,1.06666666666667,1.93103448275862,1.20833333333333,1.37931034482759,6.21428571428571,6.05263157894737,1.7037037037037,1.17543859649123,1.55555555555556,1.03448275862069,1.07142857142857,1.08333333333333,1.625,1.82857142857143,1.28125,1.43243243243243,1.79310344827586,5.77777777777778,2.6551724137931,6.41176470588235,1.06451612903226,1,1.22727272727273,3.47368421052632,1.55882352941176,1.59459459459459,1.01612903225806,1.525,2.25925925925926,1.56666666666667,1.12,1.05263157894737,3.96551724137931,1.14705882352941,4.625,3,2.04545454545455,1.74074074074074,1.19230769230769,1.03225806451613,2.35,1.46875,1.04878048780488,1.77272727272727,5.40909090909091,2.04347826086957,1.03703703703704,1.96551724137931,1.16666666666667,1.27027027027027,1.02941176470588,1.15151515151515,1.18461538461538,2.63636363636364,1.14285714285714,1.05128205128205,1.07692307692308,1.41860465116279,1.25925925925926,1.62068965517241,1.67924528301887,1.18518518518519,1.2,1.44736842105263,1.16279069767442,2.66666666666667,1.22222222222222,2.65217391304348,1.84615384615385,1.13636363636364,3.53125,2.09677419354839,6.52941176470588,1.48484848484848,1.42424242424242,6.625,1.14814814814815,1.76
