"","V1","V2","V3","V4","V5"
"42",0.6875,0.06875,0.075,0.09375,0.075
"43",0.488188976377953,0.149606299212598,0.110236220472441,0.125984251968504,0.125984251968504
"44",0.450980392156863,0.186274509803922,0.117647058823529,0.117647058823529,0.127450980392157
"45",0.605442176870748,0.115646258503401,0.0816326530612245,0.108843537414966,0.0884353741496599
"46",0.433823529411765,0.132352941176471,0.102941176470588,0.132352941176471,0.198529411764706
"47",0.633587786259542,0.0916030534351145,0.083969465648855,0.0916030534351145,0.099236641221374
"48",0.69375,0.075,0.06875,0.0875,0.075
"49",0.17032967032967,0.153846153846154,0.225274725274725,0.137362637362637,0.313186813186813
"50",0.511811023622047,0.141732283464567,0.102362204724409,0.149606299212598,0.094488188976378
"51",0.636363636363636,0.0714285714285714,0.0779220779220779,0.123376623376623,0.0909090909090909
"52",0.401960784313726,0.196078431372549,0.127450980392157,0.147058823529412,0.127450980392157
"53",0.591836734693878,0.136054421768707,0.0884353741496599,0.102040816326531,0.0816326530612245
"54",0.425675675675676,0.114864864864865,0.155405405405405,0.209459459459459,0.0945945945945946
"55",0.477941176470588,0.147058823529412,0.125,0.0735294117647059,0.176470588235294
"56",0.656488549618321,0.0916030534351145,0.083969465648855,0.0763358778625954,0.0916030534351145
"57",0.247863247863248,0.11965811965812,0.222222222222222,0.162393162393162,0.247863247863248
"58",0.109195402298851,0.21264367816092,0.160919540229885,0.201149425287356,0.316091954022989
"59",0.115702479338843,0.15702479338843,0.289256198347107,0.214876033057851,0.223140495867769
"60",0.577922077922078,0.0844155844155844,0.0844155844155844,0.142857142857143,0.11038961038961
"61",0.264462809917355,0.181818181818182,0.214876033057851,0.165289256198347,0.173553719008264
"62",0.7,0.075,0.0625,0.09375,0.06875
"63",0.161290322580645,0.21505376344086,0.247311827956989,0.161290322580645,0.21505376344086
"64",0.585034013605442,0.149659863945578,0.0816326530612245,0.0884353741496599,0.0952380952380952
"65",0.448529411764706,0.117647058823529,0.125,0.117647058823529,0.191176470588235
"66",0.648854961832061,0.099236641221374,0.0763358778625954,0.0763358778625954,0.099236641221374
"67",0.103092783505155,0.61340206185567,0.0876288659793814,0.123711340206186,0.0721649484536082
"68",0.133333333333333,0.125925925925926,0.466666666666667,0.118518518518519,0.155555555555556
"69",0.221428571428571,0.192857142857143,0.221428571428571,0.185714285714286,0.178571428571429
"70",0.0875,0.64375,0.0875,0.10625,0.075
"71",0.147540983606557,0.169398907103825,0.180327868852459,0.14207650273224,0.360655737704918
"72",0.108108108108108,0.113513513513514,0.167567567567568,0.383783783783784,0.227027027027027
"73",0.159420289855072,0.202898550724638,0.152173913043478,0.13768115942029,0.347826086956522
"74",0.159090909090909,0.181818181818182,0.28030303030303,0.174242424242424,0.204545454545455
"75",0.166666666666667,0.15625,0.260416666666667,0.177083333333333,0.239583333333333
"76",0.0980392156862745,0.235294117647059,0.241830065359477,0.169934640522876,0.254901960784314
"77",0.195804195804196,0.237762237762238,0.244755244755245,0.146853146853147,0.174825174825175
"78",0.135869565217391,0.244565217391304,0.103260869565217,0.190217391304348,0.326086956521739
"79",0.171052631578947,0.151315789473684,0.190789473684211,0.217105263157895,0.269736842105263
"80",0.197604790419162,0.155688622754491,0.155688622754491,0.209580838323353,0.281437125748503
"81",0.107913669064748,0.165467625899281,0.273381294964029,0.172661870503597,0.280575539568345
"82",0.184713375796178,0.159235668789809,0.146496815286624,0.171974522292994,0.337579617834395
"83",0.1953125,0.125,0.140625,0.1796875,0.359375
"84",0.151785714285714,0.142857142857143,0.151785714285714,0.366071428571429,0.1875
"85",0.16,0.152,0.28,0.248,0.16
"86",0.169811320754717,0.169811320754717,0.270440251572327,0.113207547169811,0.276729559748428
"87",0.172727272727273,0.290909090909091,0.172727272727273,0.190909090909091,0.172727272727273
"88",0.146496815286624,0.191082802547771,0.171974522292994,0.248407643312102,0.24203821656051
"89",0.15625,0.171875,0.21875,0.21875,0.234375
"90",0.16030534351145,0.152671755725191,0.175572519083969,0.236641221374046,0.274809160305344
"91",0.188679245283019,0.169811320754717,0.19811320754717,0.235849056603774,0.207547169811321
"92",0.172661870503597,0.107913669064748,0.316546762589928,0.244604316546763,0.158273381294964
"93",0.147368421052632,0.189473684210526,0.342105263157895,0.152631578947368,0.168421052631579
"94",0.11875,0.625,0.075,0.1,0.08125
"95",0.188524590163934,0.147540983606557,0.213114754098361,0.229508196721311,0.221311475409836
"96",0.112820512820513,0.128205128205128,0.441025641025641,0.184615384615385,0.133333333333333
"97",0.163934426229508,0.147540983606557,0.188524590163934,0.19672131147541,0.30327868852459
"98",0.166666666666667,0.2,0.173333333333333,0.106666666666667,0.353333333333333
"99",0.11,0.13,0.145,0.175,0.44
"100",0.129807692307692,0.120192307692308,0.168269230769231,0.230769230769231,0.350961538461538
"101",0.163636363636364,0.2,0.254545454545455,0.190909090909091,0.190909090909091
"102",0.148148148148148,0.12962962962963,0.268518518518519,0.212962962962963,0.240740740740741
"103",0.137055837563452,0.101522842639594,0.238578680203046,0.274111675126904,0.248730964467005
"104",0.147058823529412,0.166666666666667,0.147058823529412,0.313725490196078,0.225490196078431
"105",0.123809523809524,0.180952380952381,0.20952380952381,0.285714285714286,0.2
"106",0.142857142857143,0.19327731092437,0.168067226890756,0.168067226890756,0.327731092436975
"107",0.234234234234234,0.162162162162162,0.225225225225225,0.198198198198198,0.18018018018018
"108",0.184210526315789,0.144736842105263,0.276315789473684,0.210526315789474,0.184210526315789
"109",0.232,0.152,0.192,0.192,0.232
"110",0.132867132867133,0.13986013986014,0.363636363636364,0.181818181818182,0.181818181818182
"111",0.130434782608696,0.282608695652174,0.119565217391304,0.168478260869565,0.298913043478261
"112",0.136363636363636,0.204545454545455,0.21969696969697,0.151515151515152,0.287878787878788
"113",0.176470588235294,0.188235294117647,0.270588235294118,0.141176470588235,0.223529411764706
"114",0.153005464480874,0.136612021857924,0.224043715846995,0.240437158469945,0.245901639344262
"115",0.0896860986547085,0.246636771300448,0.2152466367713,0.224215246636771,0.224215246636771
"116",0.160839160839161,0.188811188811189,0.293706293706294,0.251748251748252,0.104895104895105
"117",0.189655172413793,0.206896551724138,0.241379310344828,0.198275862068966,0.163793103448276
"118",0.121495327102804,0.116822429906542,0.172897196261682,0.457943925233645,0.130841121495327
"119",0.247787610619469,0.176991150442478,0.150442477876106,0.274336283185841,0.150442477876106
"120",0.161111111111111,0.216666666666667,0.161111111111111,0.316666666666667,0.144444444444444
"121",0.16,0.2,0.192,0.176,0.272
"122",0.172413793103448,0.172413793103448,0.298850574712644,0.195402298850575,0.160919540229885
"123",0.134920634920635,0.158730158730159,0.206349206349206,0.198412698412698,0.301587301587302
"124",0.1640625,0.171875,0.15625,0.15625,0.3515625
"125",0.149171270718232,0.154696132596685,0.215469613259669,0.187845303867403,0.292817679558011
"126",0.102564102564103,0.0657051282051282,0.677884615384615,0.078525641025641,0.0753205128205128
"127",0.139175257731959,0.206185567010309,0.231958762886598,0.221649484536082,0.201030927835052
"128",0.0952380952380952,0.25,0.172619047619048,0.178571428571429,0.303571428571429
"129",0.140350877192982,0.184210526315789,0.254385964912281,0.210526315789474,0.210526315789474
"130",0.136645962732919,0.136645962732919,0.341614906832298,0.149068322981366,0.236024844720497
"131",0.183823529411765,0.139705882352941,0.183823529411765,0.227941176470588,0.264705882352941
"132",0.099236641221374,0.213740458015267,0.229007633587786,0.244274809160305,0.213740458015267
"133",0.1328125,0.15625,0.25,0.2265625,0.234375
"134",0.133333333333333,0.14,0.16,0.193333333333333,0.373333333333333
"135",0.160714285714286,0.214285714285714,0.1875,0.258928571428571,0.178571428571429
"136",0.221374045801527,0.305343511450382,0.129770992366412,0.137404580152672,0.206106870229008
"137",0.0936329588014981,0.104868913857678,0.0674157303370786,0.651685393258427,0.0823970037453183
"138",0.0795454545454545,0.0909090909090909,0.0681818181818182,0.653409090909091,0.107954545454545
"139",0.188811188811189,0.181818181818182,0.321678321678322,0.153846153846154,0.153846153846154
"140",0.160919540229885,0.218390804597701,0.256704980842912,0.191570881226054,0.172413793103448
"141",0.183098591549296,0.190140845070423,0.161971830985915,0.169014084507042,0.295774647887324
"142",0.223076923076923,0.138461538461538,0.2,0.207692307692308,0.230769230769231
"143",0.184873949579832,0.235294117647059,0.168067226890756,0.159663865546218,0.252100840336134
"144",0.188118811881188,0.158415841584158,0.158415841584158,0.257425742574257,0.237623762376238
"145",0.192,0.112,0.192,0.312,0.192
"146",0.0979020979020979,0.447552447552448,0.0909090909090909,0.244755244755245,0.118881118881119
"147",0.201388888888889,0.118055555555556,0.284722222222222,0.173611111111111,0.222222222222222
"148",0.176829268292683,0.152439024390244,0.121951219512195,0.323170731707317,0.225609756097561
"149",0.171779141104294,0.177914110429448,0.177914110429448,0.319018404907975,0.153374233128834
"150",0.0802469135802469,0.111111111111111,0.0864197530864197,0.641975308641975,0.0802469135802469
"151",0.119496855345912,0.10062893081761,0.113207547169811,0.484276729559748,0.182389937106918
"152",0.0679012345679012,0.104938271604938,0.0802469135802469,0.672839506172839,0.0740740740740741
"153",0.232394366197183,0.161971830985915,0.21830985915493,0.190140845070423,0.197183098591549
"154",0.131313131313131,0.242424242424242,0.242424242424242,0.181818181818182,0.202020202020202
"155",0.184466019417476,0.16504854368932,0.213592233009709,0.262135922330097,0.174757281553398
"156",0.103703703703704,0.133333333333333,0.488888888888889,0.133333333333333,0.140740740740741
"157",0.182432432432432,0.22972972972973,0.0945945945945946,0.135135135135135,0.358108108108108
"158",0.145348837209302,0.145348837209302,0.343023255813953,0.151162790697674,0.215116279069767
"159",0.0989583333333333,0.322916666666667,0.130208333333333,0.119791666666667,0.328125
"160",0.135294117647059,0.358823529411765,0.141176470588235,0.235294117647059,0.129411764705882
"161",0.133802816901408,0.190140845070423,0.126760563380282,0.119718309859155,0.429577464788732
"162",0.161073825503356,0.201342281879195,0.315436241610738,0.167785234899329,0.154362416107383
"163",0.243478260869565,0.217391304347826,0.217391304347826,0.182608695652174,0.139130434782609
"164",0.181818181818182,0.167832167832168,0.265734265734266,0.104895104895105,0.27972027972028
"165",0.104545454545455,0.522727272727273,0.122727272727273,0.118181818181818,0.131818181818182
"166",0.25,0.217948717948718,0.198717948717949,0.141025641025641,0.192307692307692
"167",0.115789473684211,0.0894736842105263,0.0842105263157895,0.126315789473684,0.58421052631579
"168",0.145161290322581,0.150537634408602,0.0591397849462366,0.161290322580645,0.483870967741935
"169",0.159663865546218,0.151260504201681,0.184873949579832,0.126050420168067,0.378151260504202
"170",0.111111111111111,0.2,0.348148148148148,0.162962962962963,0.177777777777778
"171",0.153153153153153,0.279279279279279,0.153153153153153,0.18018018018018,0.234234234234234
"172",0.211678832116788,0.233576642335766,0.226277372262774,0.182481751824818,0.145985401459854
"173",0.151260504201681,0.394957983193277,0.159663865546218,0.168067226890756,0.126050420168067
"174",0.104895104895105,0.188811188811189,0.328671328671329,0.223776223776224,0.153846153846154
"175",0.132596685082873,0.18232044198895,0.226519337016575,0.237569060773481,0.220994475138122
"176",0.203703703703704,0.12962962962963,0.361111111111111,0.175925925925926,0.12962962962963
"177",0.0927835051546392,0.61340206185567,0.108247422680412,0.11340206185567,0.0721649484536082
"178",0.182539682539683,0.182539682539683,0.126984126984127,0.134920634920635,0.373015873015873
"179",0.186991869918699,0.227642276422764,0.154471544715447,0.211382113821138,0.219512195121951
"180",0.142857142857143,0.161490683229814,0.354037267080745,0.161490683229814,0.180124223602484
"181",0.176923076923077,0.230769230769231,0.269230769230769,0.207692307692308,0.115384615384615
"182",0.25,0.216216216216216,0.0945945945945946,0.121621621621622,0.317567567567568
"183",0.12781954887218,0.263157894736842,0.12781954887218,0.255639097744361,0.225563909774436
"184",0.203947368421053,0.151315789473684,0.217105263157895,0.177631578947368,0.25
"185",0.119718309859155,0.21830985915493,0.161971830985915,0.27112676056338,0.22887323943662
"186",0.160583941605839,0.423357664233577,0.124087591240876,0.145985401459854,0.145985401459854
"187",0.165680473372781,0.207100591715976,0.183431952662722,0.236686390532544,0.207100591715976
"188",0.138888888888889,0.284722222222222,0.270833333333333,0.159722222222222,0.145833333333333
"189",0.205128205128205,0.222222222222222,0.188034188034188,0.145299145299145,0.239316239316239
"190",0.168367346938776,0.311224489795918,0.183673469387755,0.11734693877551,0.219387755102041
"191",0.124378109452736,0.149253731343284,0.26865671641791,0.338308457711443,0.119402985074627
"192",0.134751773049645,0.141843971631206,0.184397163120567,0.333333333333333,0.205673758865248
"193",0.149019607843137,0.349019607843137,0.137254901960784,0.156862745098039,0.207843137254902
"194",0.17741935483871,0.258064516129032,0.169354838709677,0.217741935483871,0.17741935483871
"195",0.12962962962963,0.296296296296296,0.117283950617284,0.209876543209877,0.246913580246914
"196",0.0927152317880795,0.165562913907285,0.251655629139073,0.364238410596026,0.125827814569536
"197",0.13013698630137,0.123287671232877,0.10958904109589,0.294520547945205,0.342465753424658
"198",0.0923076923076923,0.153846153846154,0.161538461538462,0.161538461538462,0.430769230769231
"199",0.141666666666667,0.275,0.15,0.225,0.208333333333333
"200",0.113475177304965,0.156028368794326,0.163120567375887,0.134751773049645,0.432624113475177
"201",0.185714285714286,0.171428571428571,0.121428571428571,0.178571428571429,0.342857142857143
"202",0.191489361702128,0.148936170212766,0.159574468085106,0.234042553191489,0.265957446808511
"203",0.101382488479263,0.147465437788018,0.0921658986175115,0.138248847926267,0.52073732718894
"204",0.0979020979020979,0.454545454545455,0.0979020979020979,0.216783216783217,0.132867132867133
"205",0.0679012345679012,0.104938271604938,0.0802469135802469,0.685185185185185,0.0617283950617284
"206",0.159235668789809,0.312101910828025,0.114649681528662,0.210191082802548,0.203821656050955
"207",0.166666666666667,0.326388888888889,0.131944444444444,0.145833333333333,0.229166666666667
"208",0.0987654320987654,0.0925925925925926,0.0864197530864197,0.654320987654321,0.0679012345679012
"209",0.201612903225806,0.217741935483871,0.137096774193548,0.25,0.193548387096774
"210",0.175572519083969,0.16030534351145,0.190839694656489,0.137404580152672,0.33587786259542
