"","V5","V3","V10","V2","V10.1","V5.1","V10.2","V2.1","V4","V2.2","V8","V3.1","V6","V2.3","V2.4","V6.1","V2.5","V2.6","V7","V6.2","V2.7","V2.8","V9","V2.9","V9.1","V9.2","V4.1","V3.2","V2.10","V7.1","V7.2","V2.11","V10.3","V4.2","V3.3","V4.3","V8.1","V1","V3.4","V8.2","V3.5","V1.1","V5.2","V3.6","V1.2","V3.7","V1.3","V1.4","V2.12","V5.3","V5.4","V3.8","V1.5","V1.6","V3.9","V1.7","V9.3","V10.4","V2.13","V5.5","V2.14","V1.8","V2.15","V1.9","V3.10","V1.10","V4.4","V2.16","V8.3","V3.11","V9.4","V9.5","V10.5","V6.3","V9.6","V8.4","V2.17","V10.6","V6.4","V7.3","V2.18","V10.7","V9.7","V8.5","V2.19","V9.8","V6.5","V10.8","V9.9","V9.10","V8.6","V2.20","V2.21","V3.12","V8.7","V2.22","V10.9","V10.10","V9.11","V9.12","V6.6","V9.13","V9.14","V8.8","V8.9","V9.15","V2.23","V2.24","V9.16","V2.25","V6.7","V6.8","V5.6","V9.17","V8.10","V6.9","V2.26","V8.11","V8.12","V8.13","V9.18","V2.27","V9.19","V9.20","V9.21","V5.7","V6.10","V9.22","V6.11","V6.12","V9.23","V2.28","V7.4","V9.24","V6.13","V6.14","V8.14","V8.15","V2.29","V4.5","V9.25","V5.8","V3.13","V8.16","V8.17","V6.15","V2.30","V8.18","V8.19","V7.5","V7.6","V7.7","V1.11","V6.16","V8.20","V2.31","V10.11","V2.32","V6.17","V8.21","V10.12","V2.33","V7.8","V9.26","V4.6","V9.27","V10.13","V10.14","V9.28","V2.34","V4.7","V6.18","V6.19","V6.20","V10.15","V4.8","V4.9","V10.16","V10.17","V6.21","V2.35","V10.18","V4.10","V8.22","V10.19","V3.14","V7.9","V3.15","V4.11","V4.12","V8.23","V7.10","V6.22","V7.11","V10.20","V8.24","V10.21","V10.22","V6.23","V10.23","V9.29","V10.24","V10.25","V6.24","V7.12","V4.13","V4.14","V7.13","V8.25","V6.25"
"1",6.14285714285714,1.16666666666667,1.19047619047619,2.04166666666667,2.5625,5.1875,1,2.72222222222222,7.8125,1.375,1.15384615384615,12.625,1.19230769230769,1.30434782608696,1.52,1.31818181818182,1.07692307692308,3.29032258064516,1.46153846153846,4,1.29411764705882,1.42045454545455,1.0625,1.12,1.175,4.52941176470588,8.06666666666667,1.03448275862069,1.14285714285714,2.52380952380952,1.06666666666667,2.15384615384615,2.23076923076923,2.33333333333333,1.07317073170732,1,2,11.2857142857143,11.4444444444444,1,1.95833333333333,12.375,1.54166666666667,2.38461538461538,6.66666666666667,1.39285714285714,9.875,12.875,1.1304347826087,1.71428571428571,4.94117647058824,1.58823529411765,6.5,2.7,1.23333333333333,11.4285714285714,1.85714285714286,2.03703703703704,1.2,6.21428571428571,1.05,12.75,1.07142857142857,5.92307692307692,1.24137931034483,11.4285714285714,6.82352941176471,3.25,1,9.72727272727273,2.52173913043478,1.54838709677419,2.06666666666667,1.27777777777778,1.15384615384615,1,1.72222222222222,1.37931034482759,1,1.1304347826087,1.35294117647059,1.09090909090909,2.05555555555556,1.69230769230769,1.15789473684211,1.78260869565217,1.57142857142857,1.31578947368421,1,1.19047619047619,1.06666666666667,1.31578947368421,1.95833333333333,11.4444444444444,1.05882352941176,3.43478260869565,1.1875,3.0625,1.96551724137931,2.54545454545455,1.26666666666667,1.06666666666667,3.6,1.23529411764706,1.2,2.23076923076923,1.27777777777778,1.25,1.375,1.66666666666667,1.21428571428571,1.09090909090909,1.09090909090909,1.07692307692308,1.02702702702703,1.13793103448276,1.1875,1.84375,1.06666666666667,1.13888888888889,1.3125,1.6,1.52941176470588,1.52941176470588,2.56521739130435,4.63291139240506,1.8,1.03571428571429,1.38888888888889,5.38461538461538,1.08695652173913,1.33333333333333,1,2.29166666666667,3.36363636363636,1.57894736842105,9.94444444444444,10.2727272727273,1.65217391304348,1,1.12,1.10526315789474,1.125,1.2,2.26666666666667,3.53333333333333,1.82352941176471,1.03448275862069,2,11.1111111111111,3.04761904761905,11.1111111111111,1.1,1.41666666666667,1.07142857142857,3,1.56521739130435,1.88,3.39130434782609,1.07142857142857,2,1.66666666666667,1.125,2,6.26315789473684,1.16,6.42857142857143,6.2,2.5,1.80952380952381,1.35714285714286,1.5,3.83333333333333,1.20833333333333,1.29411764705882,1.05882352941176,8.5,1.04761904761905,1.13333333333333,3.26315789473684,1.04166666666667,1.28,2.4375,1.19230769230769,3.03125,2.5,1.9,1.89473684210526,1.07142857142857,2.5,2.13793103448276,1.2,1.125,1.05263157894737,1.18181818181818,1.08,2.35294117647059,3.61538461538461,1.11111111111111,4.23076923076923,1.4,1.25,5.04761904761905,3.5,11.1111111111111,2.21739130434783,1.23809523809524,10.7777777777778,1,1.2
