"","V1","V4","V9","V3","V6","V1.1","V9.1","V5","V6.1","V6.2","V9.2","V8","V7","V4.1","V6.3","V7.1","V6.4","V1.2","V4.2","V4.3","V9.3","V6.5","V5.1","V6.6","V3.1","V6.7","V3.2","V6.8","V4.4","V5.2","V4.5","V8.1","V7.2","V10","V4.6","V1.3","V2","V9.4","V1.4","V4.7","V6.9","V9.5","V1.5","V5.3","V3.3","V1.6","V9.6","V9.7","V9.8","V1.7","V1.8","V1.9","V3.4","V7.3","V1.10","V3.5","V1.11","V7.4","V5.4","V1.12","V1.13","V8.2","V6.10","V3.6","V1.14","V5.5","V3.7","V4.8","V2.1","V8.3","V3.8","V8.4","V9.9","V9.10","V6.11","V2.2","V9.11","V4.9","V2.3","V10.1","V6.12","V9.12","V1.15","V9.13","V9.14","V6.13","V3.9","V6.14","V8.5","V8.6","V6.15","V8.7","V3.10","V8.8","V6.16","V10.2","V8.9","V6.17","V10.3","V8.10","V5.6","V8.11","V7.5","V10.4","V4.10","V6.18","V6.19","V9.15","V8.12","V9.16","V10.5","V2.4","V2.5","V8.13","V4.11","V4.12","V6.20","V7.6","V3.11","V6.21","V3.12","V8.14","V6.22","V7.7","V2.6","V2.7","V7.8","V10.6","V7.9","V10.7","V8.15","V8.16","V6.23","V8.17","V8.18","V3.13","V3.14","V7.10","V6.24","V2.8","V6.25","V9.17","V4.13","V9.18","V6.26","V8.19","V10.8","V9.19","V9.20","V2.9","V10.9","V9.21","V3.15","V4.14","V10.10","V4.15","V3.16","V9.22","V4.16","V6.27","V6.28","V6.29","V3.17","V3.18","V6.30","V1.16","V9.23","V6.31","V10.11","V10.12","V10.13","V7.11","V4.17","V8.20","V7.12","V2.10","V3.19","V9.24","V7.13","V2.11","V6.32","V6.33","V10.14","V2.12","V2.13","V6.34","V4.18","V7.14","V10.15","V9.25","V4.19","V10.16","V10.17","V3.20","V3.21","V4.20","V5.7","V9.26","V4.21","V8.21","V10.18","V8.22","V9.27","V4.22","V8.23","V10.19","V3.22","V8.24","V4.23","V10.20"
"1",1.55555555555556,1.26315789473684,1.61538461538462,1.2,1,1.6,1,1.2,1.23076923076923,1.23076923076923,1,1,1.08333333333333,1.27777777777778,1.13636363636364,1.22222222222222,1.1304347826087,1.29166666666667,1,1.33333333333333,1.13333333333333,1.23943661971831,1.06666666666667,1.5625,2.22222222222222,1.0625,1.66666666666667,1.16,1.19512195121951,1,1.07142857142857,1.52941176470588,1.73333333333333,1.05,1.20588235294118,1.07142857142857,1.13333333333333,1,1.28571428571429,1.21428571428571,1.6,1,2.18181818181818,1.08333333333333,1.33333333333333,2.8,1.14285714285714,1,1.15,1.90909090909091,1.7,1.54545454545455,1.2,1.53846153846154,2.72727272727273,1.16666666666667,1.16666666666667,1.92857142857143,1.33333333333333,1.4,1.33333333333333,1,1.07692307692308,1.3,2.23076923076923,1,1.88888888888889,1.33333333333333,1.05263157894737,1.83333333333333,1.15,1.47619047619048,1,1.125,1.18181818181818,1.05,1.125,1.11538461538462,1.10526315789474,1,1.0625,1.1,1.38461538461538,1,1.1875,1.35294117647059,1.16666666666667,1,1.125,1.10526315789474,1.25,1.11764705882353,1.09090909090909,1.125,1.0625,1.27777777777778,1.14285714285714,1.06666666666667,1.31818181818182,2.2,1.07142857142857,1.25,1.11111111111111,1.54545454545455,1.07142857142857,1.08333333333333,1.28571428571429,1.71428571428571,1,1,1.12,1.375,1.22222222222222,1,1.48,1.31818181818182,1.06666666666667,1.10344827586207,1,2.25,1.06666666666667,1,1.13333333333333,1.13333333333333,1.15,2.02564102564103,1.25,1.07692307692308,1.28571428571429,1,1.4375,1.125,1.4,2.18181818181818,1.1,1.05555555555556,1.44,1.22222222222222,1.64285714285714,1.12121212121212,1.31578947368421,1.05555555555556,1.14285714285714,1.36363636363636,1.15384615384615,1,1.0625,1.61111111111111,1.1875,1.125,1.75,1.125,1.05263157894737,1.09090909090909,1.07692307692308,1.7,1.53333333333333,1.47058823529412,1.35294117647059,1.16666666666667,1.13333333333333,1.10526315789474,1.06666666666667,1.14285714285714,1.35714285714286,1.25,1,1,1,1.4,1,1,1.2,1.04347826086957,1.7,1.13333333333333,1.27272727272727,1.3125,1,1.46153846153846,1.26315789473684,1.5625,1.06666666666667,1.36842105263158,1.14285714285714,1.33333333333333,1.05263157894737,1.11764705882353,1,1.15789473684211,1.31818181818182,1,1.25,1.26666666666667,1.1,1.25,1.0625,1,1.28571428571429,1.08333333333333,1.05263157894737,1.09090909090909,1.4,1.06666666666667,1,1.15,1.3125,1,1.42857142857143,1.07142857142857
