"","V4","V2","V4.1","V2.1","V5","V4.2","V5.1","V4.3","V4.4","V3","V3.1","V4.5","V5.2","V2.2","V4.6","V5.3","V1","V1.1","V2.3","V4.7","V5.4","V2.4","V3.2","V2.5","V2.6","V4.8","V1.2","V5.5","V5.6","V1.3","V5.7","V4.9","V2.7","V5.8","V5.9","V1.4","V3.3","V2.8","V1.5","V1.6","V1.7","V4.10","V2.9","V2.10","V2.11","V5.10","V5.11","V4.11","V3.4","V4.12","V4.13","V2.12","V2.13","V4.14","V5.12","V5.13","V1.8","V2.14","V5.14","V4.15","V3.5","V4.16","V5.15","V2.15","V5.16","V5.17","V4.17","V5.18","V1.9","V4.18","V3.6","V5.19","V2.16","V5.20","V5.21","V3.7","V2.17","V2.18","V4.19","V4.20","V3.8","V1.10","V1.11","V5.22","V4.21","V3.9","V4.22","V5.23","V4.23","V4.24","V5.24","V4.25","V2.19","V1.12","V5.25","V4.26","V4.27","V2.20","V4.28","V4.29","V2.21","V5.26","V5.27","V5.28","V3.10","V2.22","V3.11","V4.30","V1.13","V5.29","V2.23","V3.12","V5.30","V4.31","V5.31","V4.32","V2.24","V3.13","V1.14","V2.25","V2.26","V4.33","V3.14","V2.27","V3.15","V1.15","V4.34","V2.28","V5.32","V5.33","V4.35","V3.16","V5.34","V4.36","V2.29","V1.16","V2.30","V5.35","V1.17","V2.31","V2.32","V1.18","V2.33","V5.36","V5.37","V4.37","V5.38","V5.39","V3.17","V2.34","V5.40","V2.35","V3.18","V2.36","V3.19","V5.41","V2.37","V5.42","V2.38","V4.38","V2.39","V2.40","V3.20","V3.21","V5.43","V2.41","V4.39","V4.40","V3.22","V2.42","V5.44","V3.23","V4.41","V4.42","V3.24","V1.19","V4.43","V2.43","V5.45","V5.46","V2.44","V1.20","V4.44","V3.25","V5.47","V1.21","V5.48","V3.26","V2.45","V5.49","V3.27","V5.50","V5.51","V4.45","V5.52","V3.28","V4.46","V4.47","V4.48","V3.29","V1.22","V4.49","V2.46","V4.50","V2.47","V4.51","V5.53","V1.23","V2.48","V3.30"
"1",1.4,1.32142857142857,1.13636363636364,1,1.09375,1.5,1,1.07894736842105,1.14285714285714,1.18181818181818,1.04761904761905,1,1.2258064516129,1.32142857142857,1.35483870967742,1.03125,1.56666666666667,1.16666666666667,1.5,1.21052631578947,1.04,1.82716049382716,1.30434782608696,1.12,1.6551724137931,1,1.0952380952381,1.02439024390244,1.02040816326531,1.06976744186047,1.3,1.32258064516129,1.09375,1.12121212121212,1.07692307692308,1.04545454545455,1.03571428571429,1.16666666666667,1.06666666666667,1.13636363636364,1.2,1.25,1.1875,1.46153846153846,1.0625,1.5,1.08333333333333,1.16666666666667,1.32258064516129,1.05555555555556,1.35714285714286,1.33333333333333,1.33333333333333,1.34782608695652,1.2,1,1.11538461538462,1.05714285714286,1.03846153846154,1.29411764705882,1.18181818181818,1.25,1,1.57142857142857,1.52941176470588,1,1.2,1.16666666666667,1.14814814814815,1.21428571428571,1.06451612903226,1.35483870967742,1.27272727272727,1.125,1.35294117647059,1.02777777777778,1.21428571428571,1.28571428571429,1.13793103448276,1.06060606060606,1.58333333333333,1.07407407407407,1.08695652173913,1.23529411764706,1.55,1.59259259259259,1.10526315789474,1.26666666666667,1,1.34782608695652,1.04761904761905,1.41666666666667,1.125,1.1875,1.03846153846154,1.38461538461538,1.04347826086957,1.15384615384615,1.20689655172414,1.37142857142857,1.04761904761905,1.1304347826087,1.04255319148936,1.35294117647059,1.04761904761905,1.15,1.13636363636364,1.14285714285714,1.20833333333333,1,1.67741935483871,1.07407407407407,1.1875,1.07317073170732,1,1.33333333333333,1.04347826086957,1.32142857142857,1.4,1.3448275862069,1.04166666666667,1.13333333333333,1.04,1.04761904761905,1.14705882352941,1.30612244897959,1.075,1.4,1,1.58333333333333,1.24,1.07142857142857,1.03448275862069,1.20833333333333,1.14285714285714,1.07407407407407,1.12,1.1875,1.03846153846154,1.14,1.03846153846154,1.07407407407407,1.27272727272727,1.26315789473684,1,2.05882352941176,1.10344827586207,1.27586206896552,1,1.28571428571429,1.52631578947368,1.30769230769231,1.10714285714286,1.2,1.15789473684211,1.05555555555556,1.25925925925926,1.42307692307692,2.48,1.66666666666667,1.42105263157895,1.2,1,1.46153846153846,1.07407407407407,1.09677419354839,1.09090909090909,1.07142857142857,1.15789473684211,1.125,1.3,1.06896551724138,1.05263157894737,1.18518518518519,1.025,1.15789473684211,1.04761904761905,1,1.03846153846154,1.11538461538462,1.11111111111111,1.15625,1.13333333333333,1.06451612903226,1.04838709677419,1.1,1,1.69565217391304,1.08333333333333,1.19444444444444,1.8,1.11538461538462,1.325,1.22727272727273,1.17647058823529,1.52,2.26315789473684,1,1.08,1.04545454545455,1.04,1.22222222222222,1.06666666666667,1.63157894736842,1.30769230769231,1.03125,1.375,1.06666666666667,1.08,1.08695652173913
