"","V1","V2"
"1",0.796610169491525,0.203389830508475
"2",0.430656934306569,0.569343065693431
"3",0.418181818181818,0.581818181818182
"4",0.738095238095238,0.261904761904762
"5",0.76,0.24
"6",0.354497354497354,0.645502645502645
"7",0.353448275862069,0.646551724137931
"8",0.366197183098592,0.633802816901408
"9",0.360248447204969,0.639751552795031
"10",0.392523364485981,0.607476635514019
"11",0.326923076923077,0.673076923076923
"12",0.631284916201117,0.368715083798883
"13",0.323699421965318,0.676300578034682
"14",0.347639484978541,0.652360515021459
"15",0.61139896373057,0.38860103626943
"16",0.405172413793103,0.594827586206897
"17",0.715189873417722,0.284810126582278
"18",0.547368421052632,0.452631578947368
"19",0.359281437125749,0.640718562874252
"20",0.377358490566038,0.622641509433962
"21",0.657342657342657,0.342657342657343
"22",0.551020408163265,0.448979591836735
"23",0.442622950819672,0.557377049180328
"24",0.537037037037037,0.462962962962963
"25",0.605633802816901,0.394366197183099
"26",0.75,0.25
"27",0.784431137724551,0.215568862275449
"28",0.644230769230769,0.355769230769231
"29",0.538461538461538,0.461538461538462
"30",0.645348837209302,0.354651162790698
"31",0.408,0.592
"32",0.465346534653465,0.534653465346535
"33",0.776744186046512,0.223255813953488
"34",0.70391061452514,0.29608938547486
"35",0.280542986425339,0.719457013574661
"36",0.560747663551402,0.439252336448598
"37",0.515151515151515,0.484848484848485
"38",0.558823529411765,0.441176470588235
"39",0.457142857142857,0.542857142857143
"40",0.401459854014599,0.598540145985402
"41",0.454545454545455,0.545454545454545
"42",0.61744966442953,0.38255033557047
"43",0.426356589147287,0.573643410852713
"44",0.635036496350365,0.364963503649635
"45",0.58695652173913,0.41304347826087
"46",0.733333333333333,0.266666666666667
"47",0.43046357615894,0.56953642384106
"48",0.454545454545455,0.545454545454545
"49",0.642105263157895,0.357894736842105
"50",0.646616541353383,0.353383458646617
"51",0.789473684210526,0.210526315789474
"52",0.408602150537634,0.591397849462366
"53",0.666666666666667,0.333333333333333
"54",0.376,0.624
"55",0.656488549618321,0.343511450381679
"56",0.570469798657718,0.429530201342282
"57",0.409937888198758,0.590062111801242
"58",0.58974358974359,0.41025641025641
"59",0.704819277108434,0.295180722891566
"60",0.631868131868132,0.368131868131868
"61",0.632075471698113,0.367924528301887
"62",0.235576923076923,0.764423076923077
"63",0.672566371681416,0.327433628318584
"64",0.66,0.34
"65",0.539568345323741,0.460431654676259
"66",0.721804511278195,0.278195488721804
"67",0.614285714285714,0.385714285714286
